image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1269,LSIL,735,648
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1270,LSIL,790,659
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1271,LSIL,748,701
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1272,Negative for intraepithelial lesion,143,140
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1273,Negative for intraepithelial lesion,74,117
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1274,Negative for intraepithelial lesion,167,27
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1275,Negative for intraepithelial lesion,195,15
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1276,Negative for intraepithelial lesion,210,47
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1277,Negative for intraepithelial lesion,314,262
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1278,Negative for intraepithelial lesion,393,237
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1279,Negative for intraepithelial lesion,749,70
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1280,Negative for intraepithelial lesion,1112,209
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1281,Negative for intraepithelial lesion,639,399
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1282,Negative for intraepithelial lesion,579,482
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1283,Negative for intraepithelial lesion,793,765
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1284,Negative for intraepithelial lesion,977,858
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1285,Negative for intraepithelial lesion,137,939
367,f1e600e1264144f6c44514f8abf0191a.png,10.6084/m9.figshare.12230780,1286,Negative for intraepithelial lesion,325,987
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1311,LSIL,774,493
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1312,Negative for intraepithelial lesion,528,550
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1313,Negative for intraepithelial lesion,535,424
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1314,Negative for intraepithelial lesion,648,550
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1315,Negative for intraepithelial lesion,695,549
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1316,Negative for intraepithelial lesion,300,80
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1317,Negative for intraepithelial lesion,855,237
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1318,Negative for intraepithelial lesion,568,487
365,6276a59c41a41f34b59a647c412a9ab6.png,10.6084/m9.figshare.12230774,1319,Negative for intraepithelial lesion,674,657
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1403,LSIL,1207,717
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1404,LSIL,1162,813
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1405,LSIL,922,822
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1406,LSIL,949,783
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1407,LSIL,953,756
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1408,LSIL,989,791
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1409,LSIL,1055,782
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1410,LSIL,1079,751
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1411,LSIL,1008,710
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1412,LSIL,1140,651
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1413,LSIL,989,636
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1414,LSIL,945,581
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1415,LSIL,952,622
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1416,LSIL,914,665
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1417,LSIL,919,688
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1418,LSIL,832,706
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1419,LSIL,862,750
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1420,LSIL,830,645
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1421,LSIL,869,638
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1422,LSIL,870,595
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1423,LSIL,885,518
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1424,LSIL,714,688
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1425,LSIL,718,641
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1426,LSIL,717,605
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1427,LSIL,678,567
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1428,LSIL,653,486
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1429,LSIL,623,507
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1430,LSIL,588,745
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1431,LSIL,603,710
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1432,LSIL,598,665
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1433,LSIL,593,620
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1434,LSIL,530,612
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1435,LSIL,510,574
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1436,LSIL,550,565
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1437,LSIL,569,534
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1438,LSIL,523,464
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1439,LSIL,453,459
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1440,LSIL,479,535
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1441,LSIL,410,592
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1442,LSIL,465,650
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1443,LSIL,352,724
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1444,LSIL,355,709
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1445,LSIL,339,636
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1446,LSIL,369,664
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1447,LSIL,317,559
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1448,LSIL,250,601
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1449,LSIL,195,652
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1450,LSIL,154,576
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1451,Negative for intraepithelial lesion,313,239
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1452,Negative for intraepithelial lesion,270,272
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1453,Negative for intraepithelial lesion,668,77
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1454,Negative for intraepithelial lesion,514,143
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1455,Negative for intraepithelial lesion,520,59
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1456,Negative for intraepithelial lesion,728,19
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1457,Negative for intraepithelial lesion,684,44
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1458,Negative for intraepithelial lesion,764,139
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1459,Negative for intraepithelial lesion,877,72
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1460,Negative for intraepithelial lesion,894,50
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1461,Negative for intraepithelial lesion,1047,83
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1462,Negative for intraepithelial lesion,1144,208
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1463,Negative for intraepithelial lesion,1075,268
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1464,Negative for intraepithelial lesion,984,241
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1465,Negative for intraepithelial lesion,1188,358
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1466,Negative for intraepithelial lesion,1184,330
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1467,Negative for intraepithelial lesion,1220,278
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1468,Negative for intraepithelial lesion,1215,244
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1469,Negative for intraepithelial lesion,1150,448
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1470,Negative for intraepithelial lesion,1229,603
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1471,Negative for intraepithelial lesion,472,759
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1472,Negative for intraepithelial lesion,493,404
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1473,Negative for intraepithelial lesion,702,430
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1474,Negative for intraepithelial lesion,793,409
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1475,Negative for intraepithelial lesion,815,466
361,8fd47c55033c1488a851a6660cc24f3a.png,10.6084/m9.figshare.12230759,1476,Negative for intraepithelial lesion,447,8
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1477,LSIL,1044,263
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1478,LSIL,1128,379
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1479,LSIL,200,159
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1480,LSIL,172,177
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1481,LSIL,255,225
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1482,LSIL,132,275
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1483,LSIL,687,795
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1484,LSIL,759,829
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1485,LSIL,875,899
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1486,LSIL,548,524
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1487,LSIL,529,510
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1488,LSIL,505,468
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1489,Negative for intraepithelial lesion,84,494
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1490,Negative for intraepithelial lesion,55,28
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1491,Negative for intraepithelial lesion,410,214
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1492,Negative for intraepithelial lesion,463,53
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1493,Negative for intraepithelial lesion,713,80
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1494,Negative for intraepithelial lesion,788,468
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1495,Negative for intraepithelial lesion,690,440
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1496,Negative for intraepithelial lesion,674,337
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1497,Negative for intraepithelial lesion,878,102
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1498,Negative for intraepithelial lesion,1027,362
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1499,Negative for intraepithelial lesion,1064,140
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1500,Negative for intraepithelial lesion,1198,200
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1501,Negative for intraepithelial lesion,1239,213
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1502,Negative for intraepithelial lesion,1219,87
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1503,Negative for intraepithelial lesion,1103,37
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1504,Negative for intraepithelial lesion,875,407
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1505,ASC-US,1185,564
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1506,ASC-US,1112,491
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1507,Negative for intraepithelial lesion,1025,767
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1508,Negative for intraepithelial lesion,1154,703
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1509,Negative for intraepithelial lesion,993,617
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1510,Negative for intraepithelial lesion,1097,583
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1511,Negative for intraepithelial lesion,977,411
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1512,Negative for intraepithelial lesion,927,427
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1513,Negative for intraepithelial lesion,989,429
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1514,Negative for intraepithelial lesion,1268,490
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1515,Negative for intraepithelial lesion,157,763
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1516,Negative for intraepithelial lesion,488,565
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1517,Negative for intraepithelial lesion,790,730
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1518,Negative for intraepithelial lesion,145,577
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1519,Negative for intraepithelial lesion,115,498
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1520,Negative for intraepithelial lesion,867,250
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1521,Negative for intraepithelial lesion,5,207
360,85a21c60c167f742b313ae379ef31fb2.png,10.6084/m9.figshare.12230756,1522,Negative for intraepithelial lesion,447,335
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1562,LSIL,632,245
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1563,LSIL,698,388
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1564,LSIL,709,459
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1565,LSIL,602,174
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1566,Negative for intraepithelial lesion,227,445
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1567,Negative for intraepithelial lesion,319,612
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1568,Negative for intraepithelial lesion,588,802
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1569,Negative for intraepithelial lesion,647,702
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1570,Negative for intraepithelial lesion,709,575
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1571,Negative for intraepithelial lesion,634,942
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1572,Negative for intraepithelial lesion,892,341
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1573,LSIL,752,405
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1574,LSIL,710,302
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744,1575,LSIL,618,258
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1576,LSIL,707,314
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1577,LSIL,702,462
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1578,LSIL,552,260
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1579,LSIL,515,570
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1580,LSIL,499,681
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1581,LSIL,610,722
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1582,Negative for intraepithelial lesion,527,443
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1583,Negative for intraepithelial lesion,974,490
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1584,Negative for intraepithelial lesion,1164,536
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1585,Negative for intraepithelial lesion,844,866
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1586,Negative for intraepithelial lesion,824,977
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1587,Negative for intraepithelial lesion,735,931
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1588,Negative for intraepithelial lesion,634,865
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1589,Negative for intraepithelial lesion,593,989
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1590,Negative for intraepithelial lesion,463,872
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1591,Negative for intraepithelial lesion,105,735
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1592,Negative for intraepithelial lesion,655,874
356,ceff389b4171940ab84ba46c42fbeb72.png,10.6084/m9.figshare.12230741,1593,Negative for intraepithelial lesion,575,555
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1655,LSIL,692,154
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1656,LSIL,719,124
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1657,LSIL,780,378
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1658,LSIL,713,695
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1659,LSIL,683,750
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1660,LSIL,615,766
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1661,LSIL,755,743
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1662,LSIL,748,647
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1663,LSIL,564,434
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1664,LSIL,582,521
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1665,LSIL,598,565
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1666,LSIL,655,569
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1667,Negative for intraepithelial lesion,343,98
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1668,Negative for intraepithelial lesion,1193,187
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1669,Negative for intraepithelial lesion,479,531
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1670,Negative for intraepithelial lesion,312,699
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1671,Negative for intraepithelial lesion,148,915
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1672,Negative for intraepithelial lesion,599,885
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1673,Negative for intraepithelial lesion,589,984
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1674,Negative for intraepithelial lesion,870,840
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1675,Negative for intraepithelial lesion,944,760
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1676,Negative for intraepithelial lesion,858,458
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1677,Negative for intraepithelial lesion,573,360
351,941ca821697b81353df26f6e422cbfdd.png,10.6084/m9.figshare.12230726,1678,Negative for intraepithelial lesion,1028,858
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1679,LSIL,449,652
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1680,LSIL,425,662
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1681,LSIL,428,602
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1682,LSIL,467,607
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1683,LSIL,392,516
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1684,LSIL,400,475
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1685,LSIL,547,532
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1686,LSIL,494,507
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1687,LSIL,585,442
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1688,LSIL,570,406
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1689,LSIL,330,507
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1690,LSIL,147,577
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1691,LSIL,169,486
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1692,LSIL,213,366
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1693,LSIL,167,301
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1694,Negative for intraepithelial lesion,170,25
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1695,Negative for intraepithelial lesion,238,262
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1696,Negative for intraepithelial lesion,217,230
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1697,Negative for intraepithelial lesion,434,107
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1698,Negative for intraepithelial lesion,853,418
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1699,Negative for intraepithelial lesion,1087,273
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1700,Negative for intraepithelial lesion,1103,429
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1701,Negative for intraepithelial lesion,1093,581
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1702,Negative for intraepithelial lesion,917,606
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1703,Negative for intraepithelial lesion,922,705
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1704,Negative for intraepithelial lesion,903,789
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1705,Negative for intraepithelial lesion,1082,804
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1706,Negative for intraepithelial lesion,1215,805
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1707,Negative for intraepithelial lesion,949,999
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1708,Negative for intraepithelial lesion,634,914
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1709,Negative for intraepithelial lesion,480,1002
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1710,Negative for intraepithelial lesion,402,874
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1711,Negative for intraepithelial lesion,314,892
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1712,Negative for intraepithelial lesion,320,855
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1713,Negative for intraepithelial lesion,247,782
350,94510a321f43fadd424e96343d6cab76.png,10.6084/m9.figshare.12230723,1714,Negative for intraepithelial lesion,397,767
